;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE03;TCE04;TCE05;TCE06;TCE13;TCE14;TCE15;TCE16;TCE18;TCE20;TCE21;TCE26
50;416;Barão de Antonina;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3326;2042;173.96;163.22;0.0;1169.0;850.0;547772.37;1514649.37;0.0;0.0;100.0;95.79;28.0;28.28;72.07;58.81;1.39;0.7;120.0;119.17;0.7;118.33;0.061738330650724316;0.06404507008015627;0.06443173142725368;0.3694923541290323;3505005;percentual:;100;76;76;sim;;parcialmente;não;;não;não;não;;não
51;424;Barbosa;SP;2014;35051011;Prefeitura Municipal de Barbosa;PMB;Local;Água e Esgoto;Administração pública direta;7064;5973;302.0;248.0;0.0;2049.0;2029.0;344008.0;;112150.0;0.0;99.78;99.78;96.03;16.56;99.24;99.24;1.79;0.0;100.0;100.0;0.0;100.0;0.17880794701986757;0.6046610814927642;0.20472408457968014;0.024683925346176944;3505104;percentual:;100;100;100;sim;Lei 1954 de 17/11/2011;não;não;;sim;sim;não;;não
52;432;Bariri;SP;2014;35052011;Serviço de Água e Esgoto do Município de Bariri;SAEMBA;Local;Água e Esgoto;Autarquia;33761;32032;4109.9;1976.86;0.0;12710.0;12538.0;5008267.21;311525.48;0.0;0.0;100.0;100.0;80.0;51.9;94.88;94.88;0.39;0.79;79.23;79.23;8.33;100.0;0.5190004622983527;;;;3505203;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;não;;sim;sim;sim;Poços Artesianos;sim
53;438;Barra Bonita;SP;2014;35053011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;36315;35554;5051.6;2519.73;0.0;14879.0;14879.0;10369470.32;950000.0;0.0;0.0;100.0;100.0;15.88;30.0;100.0;100.0;0.15;0.0;107.14;104.35;0.0;104.35;0.50120159949323;1.0;1.0;0.006950137080863761;3505302;percentual:;100;100;25;não;;parcialmente;não;;sim;sim;não;;sim
54;446;Barra do Chapéu;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5550;1634;158.09;145.11;0.0;1102.0;496.0;485789.36;4052881.02;0.0;0.0;100.0;72.09;0.0;30.64;40.4;21.23;2.33;17.57;113.82;113.82;2.33;113.82;0.08210512998924657;0.011552098821914675;0.00808487378380979;0.35897381475030704;3505351;não possui registro;;;;sim;;parcialmente;não;;não;não;não;;não
55;454;Barra do Turvo;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7853;3225;239.43;217.82;0.0;1505.0;1095.0;892391.18;210856.14;0.0;0.0;100.0;78.57;71.35;28.53;41.07;32.27;0.0;3.47;120.0;120.0;0.0;120.0;0.09025602472538952;0.009176520664208498;0.014578231401886198;0.0854185006306471;3505401;percentual:;65;35;50;sim;;parcialmente;não;;não;não;não;;não
56;462;Barretos;SP;2014;35055011;Serviço Autônomo de Água e Esgoto de Barretos;SAAEB;Local;Água e Esgoto;Autarquia;118521;114910;13518.48;9049.76;0.0;43292.0;42969.0;28784342.81;2173747.11;0.0;0.0;97.47;97.47;100.0;32.63;94.79;94.79;0.0;0.0;100.0;100.0;0.0;100.0;0.33056379119545976;0.30616847834947647;0.2932611792127414;-0.08961738418410069;3505500;percentual:;100;95;90;não;;parcialmente;não;;não;não;não;;sim
57;470;Barrinha;SP;2014;35056011;Prefeitura Municipal de Barrinha;PMB;Local;Água e Esgoto;Administração pública direta;30873;30531;3529.08;2569.98;0.0;8076.0;8076.0;1158115.01;;10000.0;;97.5;97.5;0.0;19.6;96.42;96.42;5.82;0.0;65.61;43.01;1.57;41.59;0.27177054643136456;0.0;0.0;-0.057467007332065966;3505609;percentual:;100;95;5;sim;Outro PROPOSTA DE PMSB EM FASE DE AUDIENCIA PUBLICA;parcialmente;não;;não;não;não;;não
58;476;Barueri;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;259555;259555;2393.81;20287.42;30455.78;81768.0;54538.0;120942266.47;40366582.86;0.0;0.0;88.13;88.13;13.88;44.86;88.13;88.13;0.0;0.51;101.13;100.0;1.13;100.1;0.382414818571556;0.1889666065566424;0.28353835772516556;0.07725150290398551;3505708;percentual:;99;78;58;sim;Lei LEI MUNICIPAL 2247/2013 DECRETO 6833/2010 DECRETO 8057/2014;sim, para todos os órgãos e entidades;sim;ENTENDIMNETOS COM A SABESP E OFICIAMOS O DAEE, SOLICITANDO A RELAÇÃO DE POÇOS PROFUNDOS;sim;sim;não;;sim
59;484;Bastos;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21064;18141;1286.77;1259.01;0.0;7706.0;7666.0;5135578.35;756008.02;0.0;0.0;99.97;99.85;83.73;12.42;86.09;85.99;0.43;1.5;100.0;100.0;0.64;100.0;0.0215733969551668;0.25935435102404064;0.2591948766949867;0.6846959410743435;3505807;percentual:;100;100;100;não;;sim, para todos os órgãos e entidades;não;;não;não;não;;sim
60;491;Batatais;SP;2014;35059011;Prefeitura Municipal de Batatais;PMB;Local;Água e Esgoto;Administração pública direta;60128;53175;7558.0;6102.0;0.0;22155.0;22009.0;7925323.84;;1259070.58;1691099.43;99.21;99.21;77.66;19.41;87.74;87.74;0.14;7.72;307.3;132.27;0.0;156.5;0.19264355649642761;0.14852543840922824;0.12491676617538221;0.12017567970132172;3505906;percentual:;100;99;98;sim;;sim, para todos os órgãos e entidades;sim;campanhas pela imprensa e notificações quando ha desperdicio;sim;sim;não;;sim
61;499;Bauru;SP;2014;35060011;Departamento de Água e Esgoto;DAE;Local;Água e Esgoto;Autarquia;364562;358464;43638.31;25332.02;0.0;130801.0;130799.0;107147190.76;5940354.37;0.0;0.0;99.18;95.17;3.75;44.87;97.52;93.58;0.4;0.4;102.23;102.06;0.64;106.34;0.4195004343660421;0.14738455883775306;0.06002270641866026;0.01359034445635763;3506003;percentual:;100;98;10;não;;sim, para todos os órgãos e entidades;sim;Adoção de rodízio.;sim;sim;sim;Fornecimento de caminhão pipa.;sim
62;507;Bebedouro;SP;2014;35061011;Serviço Autônomo de Água e Esgoto de Bebedouro;SAAEB;Local;Água e Esgoto;Autarquia;77558;73907;9478.54;5771.31;0.0;32036.0;32036.0;16183646.48;1170848.47;0.0;0.0;99.91;99.91;33.0;39.11;99.78;99.78;0.0;0.0;100.0;100.0;0.0;100.0;0.39111825238908104;0.9283359204413935;0.9283359204413935;0.21651167638134663;3506102;percentual:;100;100;33;sim;Lei Coleta e Destinação Final de Resíduos Sólidos - Inertes;parcialmente;sim;Plano de Contingenciamento e Cidade Resiliente - Defesa Civil;sim;sim;não;;sim
63;515;Bento de Abreu;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2855;2609;197.28;178.72;0.0;1057.0;1037.0;692411.87;80149.07;0.0;0.0;100.0;100.0;84.79;19.57;91.66;91.56;0.83;0.0;100.83;100.83;0.83;100.83;0.09407948094079477;0.4446375022049746;0.4330014718686512;-0.3071733015823715;3506201;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
64;523;Bernardino de Campos;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11146;9991;695.08;687.81;0.0;4247.0;4096.0;3158322.39;101606.65;0.0;0.0;100.0;99.64;87.59;14.28;89.64;89.31;1.03;0.0;135.19;134.72;0.0;132.41;0.010459227714795571;0.09745508908336933;0.10741480114474357;0.447385333836145;3506300;percentual:;100;100;100;sim;Outro plano de saneamento básico;parcialmente;sim;o abastecimento através de caminhões pipa;sim;sim;não;;sim
65;531;Bertioga;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;55138;54238;9604.6;5391.04;0.0;25821.0;10475.0;19050894.42;57993376.83;0.0;0.0;92.4;43.76;42.01;41.33;90.89;43.05;1.36;2.96;127.05;126.32;5.96;126.87;0.43870228848676673;0.2417181570012608;0.08006281867822475;0.0019112874289475465;3506359;percentual:;97;60;1;não;;parcialmente;não;;não;não;não;;sim
66;539;Bilac;SP;2014;35064011;Prefeitura Municipal de Bilac;PMB;Local;Água e Esgoto;Administração pública direta;7602;6990;510.0;518.0;0.0;3192.0;3165.0;517477.14;;0.0;0.0;100.0;100.0;84.71;0.0;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;-0.015686274509803866;1.0;1.0;1.1563123495012033;3506409;percentual:;100;100;100;sim;;não;não;;não;não;não;;sim
67;545;Birigui;SP;2014;35065011;Prefeitura Municipal de Birigui;PMB;Local;Água e Esgoto;Administração pública direta;117143;113651;6668.93;10016.02;7130.68;43630.0;42961.0;20336150.04;;43654.05;;100.0;100.0;99.55;28.14;100.0;100.0;0.13;1.28;72.21;92.16;0.06;74.09;0.2741809369974949;1.0;1.0;0.4714021125407512;3506508;percentual:;100;100;100;não;;parcialmente;sim;CONFORME LEI MUNICIPAL  N. 5895/2014 ART. 1.;sim;sim;sim;CONFORME LEI MUNICIPAL  N.  5895/2014 ART. 1.;sim
68;553;Biritiba-Mirim;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;30830;26460;1206.23;1039.52;0.0;6969.0;5962.0;4191964.93;9596581.3;0.0;0.0;66.0;61.21;40.97;27.21;56.65;52.53;0.13;0.12;122.84;123.92;0.5;123.92;0.13820747287001656;0.04255049088492395;0.0552369452458245;-0.6816804711348595;3506607;não possui registro;;;100;não;;não;não;;não;não;não;;não
69;564;Bocaina;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11691;10773;1035.22;852.5;0.0;4739.0;4439.0;3414997.16;287092.26;0.0;0.0;100.0;100.0;78.7;26.75;99.71;98.02;0.0;0.0;102.15;101.88;0.26;101.88;0.17650354514016342;0.9153285975688659;0.5954861638467838;0.0817330037176861;3506805;percentual:;100;99;99;não;;sim, para todos os órgãos e entidades;sim;Fornecimento de água c/ caminhão Pipa e Brigada de Incêndio;sim;sim;não;;sim
70;572;Bofete;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10694;6818;468.24;491.59;0.0;3217.0;2875.0;1834375.29;649859.96;0.0;0.0;99.47;92.97;76.03;14.61;63.42;59.28;0.0;0.0;102.5;102.5;0.0;102.29;-0.04986758927045942;0.05210641926043947;0.0417300492894707;0.2943374758887457;3506904;percentual:;100;89,2;89,2;sim;Lei 2121;não;sim;A CONCESSIONÁRIA POSSUI CAPTAÇÕES ALTERNATIVAS PARA GARANTIR O ABASTECIMENTO PÚBLICO;sim;sim;sim;E CASOS EXTREMOS A ÁGUA É TRANSPORTADA POR CAMINHÕES PIPA ATÉ A ETA.;sim
71;580;Boituva;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;54594;51355;3566.21;3359.74;0.0;18076.0;15138.0;13430354.08;7293572.46;0.0;0.0;84.82;72.98;29.62;17.24;79.79;68.65;0.18;0.18;93.37;92.86;1.47;92.69;0.057896197924407256;0.11329594808029682;0.07629626911912592;0.7117478178676325;3507001;percentual:;100;100;43;sim;Lei Lei n 1936/2009, de 10 de Março de 2009.;parcialmente;sim;Promove a doação de mudas.;sim;sim;sim;Plano de racionamento, deixando de enviar água em algúns horários.;sim
72;588;Bom Jesus dos Perdões;SP;2014;35071011;Prefeitura Municipal de Bom Jesus dos Perdoes;PMBJP;Local;Água e Esgoto;Administração pública direta;22508;19845;1635.81;1119.86;0.0;7245.0;4850.0;2985252.17;;0.0;0.0;100.0;98.3;0.0;31.51;90.0;86.67;0.04;0.0;100.0;100.0;0.0;100.0;0.31540949132234186;0.20375865479723046;0.09466724622451861;0.004776266054619884;3507100;percentual:;70;70;0;não;;não;não;;não;não;sim;captação direto do Rio Atibainha, caso não seja suficiente a captção atual (do córrego);não
73;594;Bom Sucesso de Itararé;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3802;2587;167.13;129.18;0.0;894.0;805.0;519521.65;132885.81;0.0;0.0;92.31;79.86;67.04;37.68;62.81;54.34;4.08;0.0;122.5;121.67;2.78;120.0;0.2270687488781188;0.02933948212147204;0.014568481784035798;0.11619854698674534;3507159;não possui registro;;;;não;;não;não;;não;não;não;;não
74;602;Borá;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;835;650;61.73;59.97;0.0;377.0;371.0;237928.64;35518.36;0.0;0.0;100.0;100.0;84.8;19.62;95.33;95.33;0.0;0.0;100.0;100.0;1.67;100.0;0.028511258707273557;0.2748506940154045;0.27805973632014935;1.291288986661401;3507209;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
75;610;Boracéia;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4586;4112;321.96;275.41;0.0;1484.0;1464.0;1138899.96;143372.25;0.0;0.0;99.81;97.47;84.01;21.44;89.49;87.4;0.0;0.0;100.0;100.0;0.0;100.0;0.14458317803453835;0.11658211135472953;0.0982665741130003;-0.18090017596554334;3507308;percentual:;100;100;100;sim;Lei PLANO MUNICIPAL SANEAMENTO BASICO;parcialmente;não;;não;não;não;;sim
76;618;Borborema;SP;2014;35074011;Prefeitura Municipal de Borborema;PMB;Local;Água e Esgoto;Administração pública direta;15454;13929;1215.39;1028.16;0.0;6078.0;6078.0;1955397.77;;10887.25;0.0;99.94;64.05;52.3;;90.08;90.08;0.0;0.0;100.0;100.0;0.0;100.0;0.15404931750302375;0.06950857560508261;0.06950857560508261;-0.0;3507407;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
77;621;Borebi;SP;2014;35074511;Prefeitura Municipal de Borebi;PMB;Local;Água e Esgoto;Administração pública direta;2489;2171;183.87;136.2;0.0;827.0;827.0;132846.53;;0.0;0.0;100.0;100.0;0.0;25.93;87.22;87.22;0.0;0.0;100.0;100.0;0.0;100.0;0.2592592592592593;;;;3507456;percentual:;100;100;0;não;;parcialmente;não;;não;não;não;;não
78;628;Botucatu;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;137899;132863;14339.02;10258.16;0.0;57307.0;52505.0;46361965.19;12219465.52;0.0;0.0;100.0;96.09;76.7;38.98;96.68;92.58;0.77;0.83;100.9;100.84;0.96;100.36;0.2845982500896156;0.6027540657425655;0.3946130650680109;0.05659849761807465;3507506;percentual:;100;100;100;sim;Decreto 9275/2012;sim, para todos os órgãos e entidades;sim;Desassoriamento dos Rios;sim;sim;sim;O orgão concessionario possui captação emengencial para suprir as necessidades do Municipio;sim
79;636;Bragança Paulista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;158856;153996;11881.36;10078.37;0.0;52187.0;44670.0;40865948.46;7958297.73;0.0;0.0;96.3;85.47;65.76;24.35;93.35;82.86;0.0;0.07;103.41;103.41;0.42;103.33;0.15174946302443493;0.35352464615504414;0.1567774299940634;-0.09950215783538098;3507605;percentual:;93,64;88,2;100;sim;Lei 708/2011;sim, para todos os órgãos e entidades;sim;palestras/campanhas/Sist. Mun. Proteção e DC mobil Secretarias/Plano de Auxílio Mútuo com empresas;sim;sim;não;;sim
80;651;Brejo Alegre;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2746;2252;182.37;174.11;0.0;958.0;795.0;609006.6;24368.24;0.0;0.0;100.0;88.06;71.83;15.69;85.14;72.21;0.0;0.0;100.0;100.0;0.0;100.0;0.045292537149750456;0.19692078918598133;0.04969630181160774;2.829079917510311;3507753;percentual:;90;90;100;sim;;não;sim;Brigada de incêndio (servidores municipais), não possue caminhão de bambeiro.;não;não;não;;sim
81;659;Brodowski;SP;2014;35078011;Serviço Autônomo de Água e Esgoto de Brodowski;SAAEB;Local;Água e Esgoto;Autarquia;23134;22575;2220.0;1454.5;0.0;8870.0;8463.0;2989478.84;473125.0;473125.0;0.0;93.49;93.48;89.38;34.48;92.56;92.56;10.8;0.82;100.0;100.0;3.29;100.0;0.3448198198198198;0.1690029465837256;0.16865087538619963;-0.0;3507803;percentual:;100;99,5;100;não;;não;não;;não;não;não;;sim
82;667;Brotas;SP;2014;35079011;Serviço Autônomo de Água e Esgoto de Brotas;SAAEB;Local;Água e Esgoto;Autarquia;23192;19988;2156.98;1955.92;0.0;8735.0;8122.0;4525208.76;1143306.37;0.0;0.0;98.66;98.66;77.8;13.0;98.74;94.43;1.52;0.02;100.0;100.0;0.0;100.0;0.09321365983921959;0.5753137849284439;0.26077020880185897;-0.10274737007696019;3507902;percentual:;100;96;100;não;;sim, para todos os órgãos e entidades;sim;POÇO PROFUNDO;não;não;sim;CAMINHÃO PIPA;sim
83;675;Buri;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;19484;15736;1023.7;947.63;0.0;6554.0;5817.0;3742794.4;837902.43;0.0;0.0;100.0;94.29;75.79;23.12;80.76;76.15;0.0;1.04;107.02;105.7;0.21;105.26;0.074308879554557;0.13706173186911375;0.07653821602419161;0.697758529478369;3508009;percentual:;100;98;100;sim;Lei CONVENIO COM A SABESP;parcialmente;sim;O MUNICIPIO POSSUI O REMANEJAMENTO DE AGUA, SE FOR NECESSÁRIO.;não;não;não;;sim
84;683;Buritama;SP;2014;35081011;Serviço Autônomo de Água e Esgoto e Meio Ambiente de Buritama;SAAEMB;Local;Água e Esgoto;Autarquia;16449;15497;1200.0;1300.0;0.0;7689.0;7689.0;3151248.94;114860.0;0.0;0.0;100.0;100.0;96.0;16.67;100.0;100.0;2.29;0.48;102.44;102.44;0.24;102.44;-0.08333333333333326;1.0;1.0;-0.08333333333333309;3508108;percentual:;100;100;100;não;;parcialmente;não;;não;não;não;;sim
85;691;Buritizal;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;4313;3518;269.14;254.3;0.0;1532.0;1499.0;997577.93;115311.84;0.0;0.0;98.47;98.44;81.66;15.58;80.32;80.29;0.0;0.0;120.0;120.0;0.0;120.0;0.055138589581630315;0.2800311774055507;0.2840565353522847;-0.4003961417363191;3508207;percentual:;100;100;99;não;;sim, para todos os órgãos e entidades;sim;Ações de racionamento e controle, urbano e rural, em parceria com a SABESP.;sim;sim;sim;Através de caminhões pipa e parcerias na região, subsidiadas pelos PCA da SABESP.;sim
86;699;Cabrália Paulista;SP;2014;35083011;Prefeitura Municipal de Cabrália Paulista;PMCP;Local;Água e Esgoto;Administração pública direta;4410;3816;225.0;215.0;0.0;1523.0;1477.0;314504.1;;0.0;0.0;99.32;99.32;0.0;4.44;98.98;98.98;2.86;0.0;145.83;145.83;4.55;137.5;0.0444444444444444;0.67093428684;0.7666283533213346;0.4808080808080815;3508306;percentual:;98;100;100;sim;Lei 21/12 de 06/06/2012;parcialmente;não;;não;não;não;;sim
87;706;Cabreúva;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;45830;38843;3245.9;2550.07;0.0;13210.0;10971.0;11792350.62;2771068.2;0.0;0.0;93.1;76.92;65.42;29.8;78.91;65.19;1.36;0.62;105.47;105.34;0.37;105.34;0.21437197695554389;0.054877534747211784;0.047167752966331966;0.14145681342418773;3508405;percentual:;80;80;100;sim;Decreto 133/2014 de 30 de Janeiro de 2014 - Política de Saneamento básico do Município;sim, para todos os órgãos e entidades;sim;Operação de transporte de água com caminhões pipas e fiscalização quanto ao desperdícios de água.;sim;sim;sim;Abastecimento com caminhões pipas.;sim
88;714;Caçapava;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;90426;77372;8688.53;6358.24;0.0;34728.0;28646.0;26757315.77;4987881.66;0.0;0.0;100.0;95.16;66.47;35.68;98.05;82.08;0.07;0.86;106.08;105.52;2.19;105.52;0.26820302168491106;0.729540001617498;0.21124724562994596;0.04616444167784451;3508504;percentual:;96,5;81,4;98,9;sim;;parcialmente;não;;sim;sim;não;;sim
89;722;Cachoeira Paulista;SP;2014;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;32046;26168;2554.24;2056.55;0.0;11724.0;10280.0;8153376.77;3595638.58;0.0;0.0;100.0;100.0;68.66;29.62;90.93;87.89;0.0;0.17;108.9;108.9;0.7;108.9;0.19484856552242535;0.17670649243020958;0.15002051708516748;0.3509772006017096;3508603;percentual:;90;90;96;não;;sim, para todos os órgãos e entidades;não;;sim;sim;não;;sim
