;index;municipio;Estado;ano;Código do Prestador;Prestador;Sigla do Prestador;Abrangência;Tipo de serviço;Natureza jurídica;POP_TOT;POP_URB;AG006;AG011;AG018;AG021;ES009;FN006;FN033;FN048;FN058;IN023;IN024;IN046;IN049;IN055;IN056;IN075;IN076;IN079;IN080;IN084;IN085;SNSI4;SNSI1;SNSI2;SNSI5;cod_ibge;TCE01;TCE02;TCE05;TCE06;TCE07;TCE08;TCE09;TCE11;TCE12;TCE13;TCE14;TCE15;TCE16;TCE17;TCE18;TCE19;TCE20;TCE21;TCE22;TCE23;TCE24;TCE25;TCE26;TCE28;TCE29
31;251;Arandu;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;6368;4799;409.64;314.63;0.0;1998.0;1952.0;1848781.26;113261.08;0.0;0.0;85.33;84.77;99.48;33.94;64.31;63.88;0.0;0.0;110.0;109.17;0.0;108.33;0.23193535787520747;0.043147104588420505;0.04828712242614823;0.2515470666293269;3503109;Sim;100;Sim;Lei |#| 2316/2015;6,7;6,5;Não;Concessão;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP - Companhia de Saneamento Básico do Estado de São Paulo;Concessão;30;Sim;Sim;Sim
32;259;Arapeí;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;2509;1887;105.37;139.75;0.0;993.0;811.0;749876.23;171528.99;0.0;0.0;100.0;91.47;84.98;4.96;83.74;68.79;1.07;0.72;117.08;115.42;0.72;115.42;-0.3262788269906045;0.17535363481842237;0.0186691345350105;-1.3677116449789724;3503158;Sim;95;Não;;9,9;9,8;Não;CONTRATO DE CONCESSÃO;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE CONCESSÃO;30;Sim;Não;Sim
33;267;Araraquara;SP;2017;35032011;Departamento Autônomo de Água e Esgotos;DAAE;Local;Água e Esgoto;Autarquia;230770;224209;35823.1;16918.19;0.0;117828.0;118216.0;99410797.58;4868725.39;0.0;0.0;99.38;99.69;100.0;52.12;96.98;97.02;0.32;0.03;112.59;112.59;0.14;142.94;0.5277295934746016;0.5615818786936024;0.5641551304497233;0.017738385310607018;3503208;Sim;100;Sim;Lei municipal |#| 8.335 de 03/11/2014;7,1;6,8;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Sim;;;;Sim;Sim;Sim
34;275;Araras;SP;2017;35033011;Serviço de Água, Esgoto e Meio Ambiente do Município de Araras;SAEMA;Local;Água e Esgoto;Autarquia;131282;124213;16283.0;10079.0;0.0;46980.0;44040.0;35053568.02;1972802.75;0.0;0.0;100.0;100.0;0.0;43.9;100.0;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.38101087023275804;1.0;1.0;0.09353580921855909;3503307;Sim;100;Sim;Lei Municipal |#| 4329/2010;1,5;1,5;Sim;;;Parcialmente;Sim;Plano de Metas SAEMA 2018;Sim;Plano de Metas 2018 - SAEMA;Sim;Plano de Metas 2018 - SAEMA;Sim;Plano de Metas 2018 - SAEMA;Sim;;;;Sim;Não;Sim
35;283;Arco-Íris;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1856;1058;84.29;89.6;0.0;614.0;594.0;476211.29;73101.51;0.0;0.0;100.0;100.0;100.0;11.53;63.95;62.93;0.0;0.0;100.0;100.0;0.83;100.0;-0.06299679677304537;0.13495779271533534;0.1379630013866454;-1.1369245378408577;3503356;Sim;100;Não;;8;7;Não;CONTRATO DE PROGRAMA;30;Sim, para todos os órgãos e entidades;Sim;Plano de Contingência.;Não;;Não;;Não;;Não;SABESP;Contrato de Programa;30;Sim;Não;Sim
36;291;Arealva;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;8452;6657;568.51;521.01;0.0;3324.0;2866.0;2763182.18;50716.95;0.0;0.0;87.19;78.65;89.91;22.38;68.67;61.95;0.0;0.0;102.71;102.29;0.0;102.29;0.08355174051467873;0.04170506161872197;0.03508172729372187;0.12370390630906782;3503406;Sim;98;Sim;contrato de programa |#| SABESP 074/2008;7;6,5;Não;Contrato de programa;30;Não;Não;;Não;;Não;;Não;;Não;Sabesp;contrato de programa;30;Não;Não;Não
37;300;Areiópolis;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;11107;9870;719.69;592.75;0.0;3803.0;3766.0;3407628.87;55124.3;0.0;0.0;100.0;100.0;95.76;26.94;95.71;95.53;0.0;0.0;102.31;102.31;0.9;102.31;0.17638149758923982;0.2538720985271688;0.25083209874015894;-0.7756316414276941;3503604;Sim;100;Não;;10;8,4;Sim;;;Não;Não;;Não;;Não;;Não;;Não;Companhia de Saneamento Básico do Estado de São Paulo - SABESP;Concessão;30;Não;Não;Sim
38;308;Ariranha;SP;2017;35037011;Prefeitura Municipal de Ariranha;PMA;Local;Água e Esgoto;Administração pública direta;9451;8950;587.12;387.12;587.12;2983.0;2983.0;397106.18;;0.0;0.0;99.09;99.09;100.0;34.06;93.84;93.84;0.0;0.0;100.0;100.0;0.42;100.0;0.670322932279602;0.4690698534510659;0.4690698534510659;-0.3406458645592041;3503703;Sim;0;Sim;Lei Municipal |#| 2506 de 26 de Março de 2013;2;1,5;Sim;;;Sim, para todos os órgãos e entidades;Não;;Não;;Não;;Não;;Sim;;;;Sim;Não;Sim
39;311;Artur Nogueira;SP;2017;35038011;Serviço de Água e Esgoto de Artur Nogueira;SAEAN;Local;Água e Esgoto;Autarquia;51986;47068;4328.56;2734.13;0.0;16803.0;15966.0;12871660.83;664047.71;3434686.87;447422.83;99.96;96.96;26.99;37.07;90.5;87.79;5.18;6.72;109.71;109.77;0.0;102.29;0.3683511375607593;0.22700870428434794;0.21467108030873702;-0.02707571268999085;3503802;Sim;100;Sim;Lei |#| 3227;4,1;1,5;Não;Lei complementar 262;0;Parcialmente;Sim;Realizado pela autarquia SAEAN, captação em outra represa municipal;Sim;Abastecimento com caminhão pipa.;Sim;Abastecimento com caminhão pipa.;Sim;"Em casos extremos fazer o racionamento da distribuição
Paralelamente dar publicidade à população para economizar água e reduzir o consumo";Não;SAEAN - Serviço de Água e Esgoto de Artur Nogueira;Lei 262;0;Sim;Não;Sim
40;319;Arujá;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;86430;82981;0.0;5553.4;6294.22;29389.0;18569.0;37275559.8;3025870.65;0.0;0.0;100.0;73.14;47.55;26.19;100.0;70.22;0.0;0.0;119.74;119.74;0.0;119.74;0.11769845985682115;1.0;0.09190463140694467;0.1293344673149071;3503901;Sim;100;Sim;LEI |#| LEI Nº 2.410 DE 09 DE JUNHO DE 2011.;6,2;6;Não;CONTRATO;30;Parcialmente;Não;;Sim;Em parceria com a SABESP, em caso de falta de água, serão disponibilizados prioritariamente água para abastecimento da Rede Municipal de Ensino.;Sim;Em parceria com a SABESP, em caso de falta de água, serão disponibilizados prioritariamente água para abastecimento da Rede Municipal de Saúde.;Sim;A responsabilidade do abastecimento é da Concessionária SABESP que possui medidas próprias para cada região.;Não;SABESP - concessionária responsável pelo abastecimento de água;contrato;30;Sim;Não;Sim
41;327;Aspásia;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;1842;1280;103.99;100.35;0.0;658.0;653.0;529055.41;23506.44;0.0;0.0;100.0;100.0;100.0;16.87;85.88;85.88;0.0;0.0;100.0;100.0;0.0;100.0;0.03500336570824114;0.0688554820605332;0.0773439751513017;9.42531012597374;3503950;Sim;100;Não;;10;10;Não;Contrato de Programa;19;Sim, para todos os órgãos e entidades;Sim;Deslocamento de frota de caminhões tanque. Transferência de água entre setores de abastecimento.;Sim;Deslocamento de frota de caminhões tanque , e transferência de aguá entre setores de abastecimento;Sim;Deslocamento de frota de caminhões tanque, e transferência de água entre setores de abastecimento.;Não;;Não;SABESP;Contrato de Programa;19;Sim;Não;Sim
42;335;Assis;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;102924;98431;8210.82;7000.28;0.0;43531.0;42978.0;42815930.37;2332447.58;0.0;0.0;100.0;100.0;99.3;26.28;97.82;97.74;0.17;0.26;101.48;101.22;0.0;101.48;0.14743229056294016;0.5354086848185996;0.5409371094632847;0.04070147162870376;3504008;Sim;99;Sim;Lei Municipal |#| 6399/17;10;10;Não;CONTRATO DE PROGRAMA COM RENOVAÇÃO EM DISCUSSÃO;30;Sim, para todos os órgãos e entidades;Não;;Não;;Sim;Existem reservas nos próprios departamentos para reservação e a água do município é também proveniente de poços e possui agua em abundância e em qualidade.;Não;;Não;SABESP;CONTRATO DE PROGRAMA AINDA EM DISCUSSÃO SOBRE A RENOVAÇÃO.;30;Sim;Não;Sim
43;343;Atibaia;SP;2017;35041011;Saneamento Ambiental de Atibaia;SAAE;Local;Água e Esgoto;Empresa pública;139683;127134;12404.63;8425.84;0.0;50792.0;26406.0;51650591.24;581412.84;506540.07;0.0;96.37;64.68;56.01;44.5;87.71;58.87;0.01;1.46;184.59;193.55;0.24;109.65;0.3207503972307114;0.5944492044174976;0.04567611969548311;0.06170071880114926;3504107;Sim;83,43;Sim;LEI MUNICIPAL |#| 4526;4,7;5,6;Não;Licitação;30;Parcialmente;Sim;Legislações municipais de contenção de consumo como a Lei 4340 de 01/09/2015;Sim;Legislações municipais de contenção de consumo como a Lei 4340 de 01/09/2015;Sim;Legislações municipais de contenção de consumo como a Lei 4340 de 01/09/2015;Não;;Não;Companhia de Saneamento Ambiental de Atibaia SAAE;Próprios;0;Sim;Sim;Sim
44;351;Auriflama;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;15085;13753;1001.16;984.43;0.0;6171.0;5874.0;5449539.05;56532.32;0.0;0.0;100.0;100.0;93.99;14.53;94.57;92.32;0.0;0.0;100.0;100.0;0.0;100.0;0.016710615685804453;0.1785196131836838;0.14068366899107618;0.36291336848491157;3504206;Sim;100;Não;;10;8,4;Não;Contrato Programa;30;Não;Não;;Não;;Não;;Não;;Não;São realizados pela empresa SABESP.;Contrato de Programa;30;Não;Não;Sim
45;359;Avaí;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5337;3584;227.18;230.05;0.0;1615.0;1520.0;1315292.39;85236.04;0.0;0.0;92.1;89.98;98.53;15.36;61.85;60.43;0.0;0.0;100.83;100.83;0.0;100.83;-0.012633154326965323;0.0196820168896208;0.022586509521454735;4.046432527804624;3504305;Sim;100;Não;;8,4;7,7;Não;LEI 1839/2010;30;Parcialmente;Não;;Não;;Não;;Não;;Não;SABESP;LEI 1839/2010;30;Sim;Não;Sim
46;367;Avanhandava;SP;2017;35044011;Departamento de Água e Esgoto de Avanhandava;DAAEA;Local;Água e Esgoto;Autarquia;13112;11087;1003.4;615.1;0.0;3995.0;3970.0;2678938.32;31994.28;0.0;0.0;100.0;100.0;82.67;38.7;84.56;84.56;0.02;0.0;100.0;100.0;0.0;100.0;0.38698425353797083;0.05931993504600094;0.055997516204425286;0.21202804204933562;3504404;Sim;100;Sim;Lei |#| 2190 de 05/12/2016-Limpeza Publica e manejo de Resíduos Sólidos;9,7;9,7;Sim;;;Sim, para todos os órgãos e entidades;Sim;Distribuição de Panfletos para o uso racional de água;Sim;Exite torneiras com redutores e caixas acopladas;Sim;Existe torneiras com redutores e caixas acopladas;Não;;Sim;;;;Sim;Não;Sim
47;375;Avaré;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;89479;85656;7116.54;5895.25;0.0;38370.0;36623.0;36351376.33;4163281.13;0.0;0.0;100.0;100.0;99.72;31.31;99.56;96.14;0.26;0.09;108.43;106.74;0.0;104.59;0.17161289053388307;0.8922363279005978;0.4980532823847661;0.027151140478390873;3504503;Sim;99;Não;;9,5;9,4;Não;CONTRATO DE PROGRAMA;30;Sim, para todos os órgãos e entidades;Sim;Panfletos e Educação na rede municipal no sentido de evitar o uso descontrolado de água bem como evitar queimadas em áreas urbanas e rurais.;Não;;Não;;Não;;Não;SABESP;Contrato de Programa por 30 anos.;30;Sim;Não;Sim
48;383;Bady Bassitt;SP;2017;35046011;Prefeitura Municipal de Bady Bassitt;PMBB;Local;Água e Esgoto;Administração pública direta;16843;15754;905.37;905.37;0.0;12434.0;12159.0;1916130.64;;0.0;0.0;100.0;95.99;80.0;0.0;93.53;89.79;0.0;0.0;100.0;100.0;0.0;100.0;0.0;0.6212765715051318;0.5041961853383387;;3504602;Sim;100;Sim;Lei |#| 2191, de 12/12/2013.;10;8,2;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Sim;Sim;Sim
49;391;Balbinos;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5188;1669;153.36;154.91;0.0;687.0;665.0;2378180.55;59003.83;0.0;0.0;100.0;94.79;62.26;10.97;91.4;30.49;0.0;0.0;100.83;100.83;0.0;100.83;-0.01010693792383921;0.4261320589777961;0.03068969400266358;-0.17867552707432952;3504701;Sim;100;Não;;8,1;8,1;Não;Contrato de Programa;30;Não;Não;;Não;;Não;;Não;;Não;Sabesp;Contrato de Programa;30;Sim;Não;Não
50;399;Bálsamo;SP;2017;35048011;Prefeitura Municipal de Bálsamo;PMB;Local;Água e Esgoto;Administração pública direta;8908;8159;850.0;850.0;0.0;3485.0;3440.0;492821.54;;7894.5;0.0;100.0;100.0;70.6;10.68;100.0;100.0;12.54;0.0;110.31;100.0;0.0;100.0;0.0;1.0;1.0;;3504800;Sim;100;Sim;Convênio |#| sem/numero;10;10;Sim;;;Sim, para todos os órgãos e entidades;Sim;Treinamento da Brigada Anti-incêndio para contenção de fogo em mato e treinamento com a defesa civil para planos de contingencia.;Não;;Não;;Não;;Sim;;;;Sim;Sim;Sim
51;405;Bananal;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;10867;8671;541.02;576.58;0.0;3836.0;3482.0;3188919.12;280323.85;0.0;0.0;97.43;89.96;85.44;17.44;77.74;71.78;2.32;0.67;114.39;113.64;0.0;113.64;-0.06572769953051649;0.04768524105153109;0.05781407431243717;2.8082831889616298;3504909;Sim;93;Não;;6,8;6,9;Não;CONTRATO;25;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO;25;Sim;Não;Sim
52;413;Barão de Antonina;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;3406;2091;183.39;166.05;0.0;1224.0;901.0;808864.65;5701.61;0.0;0.0;100.0;93.4;79.02;32.15;75.28;57.34;2.27;0.0;110.0;109.17;1.54;108.33;0.09455259283494177;0.04740124321220243;0.02473342765450844;0.34652734966476906;3505005;Sim;100;Sim;Lei Municipal |#| 756/2015;7,2;7;Não;CONTRATO DE PROGRAMA ATRAVES DA LEI 497/2007;30;Não;Não;;Não;;Não;;Não;;Não;SABESP;CONTRATO DE PROGRAMA ATRAVÉS DA LEI 497/2007;30;Sim;Não;Sim
53;421;Barbosa;SP;2017;35051011;Prefeitura Municipal de Barbosa;PMB;Local;Água e Esgoto;Administração pública direta;7251;6131;340.0;300.0;0.0;2345.0;2250.0;450807.84;;8310.0;0.0;100.0;100.0;93.33;11.76;100.0;100.0;0.49;0.0;100.0;100.0;0.0;100.0;0.11764705882352944;1.0;1.0;0.1860744297719088;3505104;Sim;80;Sim;0 |#| 0;6,8;9,7;Sim;;;Não;Não;;Não;;Não;;Não;;Sim;;;;Não;Não;Sim
54;429;Bariri;SP;2017;35052011;Serviço de Água e Esgoto do Município de Bariri;SAEMBA;Local;Água e Esgoto;Autarquia;34602;32830;3236.61;2806.02;0.0;14333.0;14048.0;6096439.87;156135.0;0.0;0.0;100.0;100.0;80.0;23.67;99.96;99.96;0.86;1.56;100.0;100.0;0.63;100.0;0.13303734462910266;0.9817767798566857;0.9822455218853463;0.7206800805170288;3505203;Sim;100;Sim;4616 |#| 2015;8,3;9,7;Sim;;;Parcialmente;Sim;Existe o Plano de contingência da defesa civil Municipal que prevê em caso de estiagens ou situações emergenciais o abastecimentos para prédios públicos e essenciais a vida humana.;Sim;sim - no Plano de contingência da defesa civil Municipal onde prevê o abastecimento essencial a escolas e prédios públicos ou estabelecimentos com evidencia ao atendimento publico.;Sim;Sim - No Plano Municipal de contingências da defesa civil prevê o abastecimento e provisão de água e atenção básica da saúde. sendo oferecido por caminhões da autarquia saemba ou reservatórios estratégicos visando o atendimento;Sim;Sim - Esta previsto no plano utilização de outros recursos para fornecimento de água a exemplo podemos citar outras fonte de agua como rios urbanos e alternativas para acumulação de agua visando o abastecimento publico que fica no manancial são luis ou seja lagoas de espera ou reservatório emergencial.;Sim;;;;Sim;Não;Sim
55;435;Barra Bonita;SP;2017;35053011;Serviço Autônomo de Água e Esgoto;SAAE;Local;Água e Esgoto;Autarquia;36331;35569;4754.73;2353.76;0.0;15832.0;15832.0;12551053.17;1200000.0;0.0;0.0;100.0;100.0;16.34;30.7;100.0;100.0;0.06;0.25;102.41;100.6;0.0;101.71;0.5049645300574375;1.0;1.0;-0.0049305413131647945;3505302;Sim;98;Sim;Lei Municipal |#| 3201/2016;3,9;3,9;Sim;;;Sim, para todos os órgãos e entidades;Sim;Ações desenvolvidas pela Defesa Civil do Município.;Sim;A Defesa Civil e o Departamento de Água e Esgoto, sendo que o Departamento de Água tem caminhões de água potável, para realizar abastecimento em ocorrências que forem necessárias;Sim;A Defesa Civil e o Departamento de Água e Esgoto, sendo que o Departamento de Água tem caminhões de água potável, para realizar abastecimento em ocorrências que forem necessárias.;Sim;Direcionamento de bombas d'águas existentes em poços, para suprir as demandas.;Sim;;;;Sim;Não;Sim
56;443;Barra do Chapéu;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;5653;1664;182.28;150.58;0.0;1177.0;574.0;689557.86;517293.18;0.0;0.0;100.0;63.82;47.79;38.62;38.19;18.79;0.81;4.88;102.5;102.5;0.81;102.5;0.17390827298661393;0.007812668347080227;0.015477318160361665;-2.5109144202297617;3505351;Não;;Sim;0 |#| plano;4,7;0,9;Não;contrato de programa;45;Não;Não;;Não;;Não;;Não;;Não;Companhia de Saneamento e Abastecimento do Estado de São Paulo - Sabesp;contrato de Programa;45;Sim;Não;Sim
57;451;Barra do Turvo;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;7781;3195;204.94;213.33;0.0;1597.0;1171.0;1306917.36;66429.4;0.0;0.0;100.0;75.24;86.42;19.55;42.23;30.9;0.0;2.29;109.17;109.17;0.0;109.17;-0.040938811359422234;0.010418215256508689;0.006450036467938911;1.8855626802296983;3505401;Não;;Não;;7,5;6,7;Não;Contrato;30;Parcialmente;Não;;Não;;Não;;Não;;Não;Companhia de Saneamento do Estado de São Paulo - Sabesp;Contrato;30;Não;Não;Sim
58;459;Barretos;SP;2017;35055011;Serviço Autônomo de Água e Esgoto de Barretos;SAAEB;Local;Água e Esgoto;Autarquia;120638;116963;11925.42;7387.9;0.0;47686.0;47665.0;35418557.36;1674482.85;0.0;0.0;100.0;100.0;100.0;45.12;96.95;100.0;0.0;0.0;100.0;100.0;0.0;100.0;0.3804914208472322;0.22916706416086352;1.0;-0.8267780032836782;3505500;Sim;100;Não;;10;10;Sim;;;Não;Sim;Acontece anualmente a Oficina Preparatória para Operação Estiagem, ministrada pela Defesa Civil Estadual que visa capacitar agentes, orientar e informar empresas e órgãos relacionados afim de mitigar as ocorrências de fogo em mata.;Não;;Não;;Sim;Sistema hibrido, com duas captações superficiais, três poços profundos e oito poços rasos, sistema todo interligado que ajuda suprir a demanda, uma zona de abastecimento pode suprir outra apesar da sazonalidade da distribuição de água.;Sim;;;;Sim;Sim;Sim
59;467;Barrinha;SP;2017;35056011;Prefeitura Municipal de Barrinha;PMB;Local;Água e Esgoto;Administração pública direta;31921;31567;3529.08;2569.98;0.0;12000.0;12000.0;2917159.99;;0.0;0.0;100.0;100.0;0.0;19.6;98.89;98.89;4.29;0.0;100.0;100.0;0.64;100.0;0.27177054643136456;0.8812940023170837;0.8812940023170837;-0.0;3505609;Sim;100;Sim;Lei |#| 2346/2015;1,6;1,6;Sim;;;Parcialmente;Não;;Não;;Não;;Não;;Sim;;;;Não;Não;Não
60;473;Barueri;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;267534;267534;567.5;21039.04;29969.3;92413.0;67272.0;181258066.73;13152184.43;0.0;0.0;100.0;99.56;23.19;41.24;100.0;99.56;0.0;0.1;100.51;100.4;1.31;100.4;0.3110266956590081;1.0;0.9396004625348641;0.00011499477043775295;3505708;Sim;100;Sim;Lei |#| 2247/13;3,9;3,6;Não;Convênio de Cooperação;30;Sim, para todos os órgãos e entidades;Sim;"Parceria Defesa Civil e Corpo de Bombeiros do Estado de São Paulo; Participação de curso preventivo junto à Coordenadoria de Defesa Civil do Estado de São Paulo; Elaboração de Plano de Contingência envolvendo as secretarias municipais, já ocorrendo primeira reunião em janeiro/2018";Sim;utilização de caminhões pipa;Sim;utilização de caminhões pipa;Sim;cadastramento de poços artesianos existentes no município com requisição para ação emergencial;Não;SABESP;Convênio de Cooperação;30;Sim;Sim;Sim
61;481;Bastos;SP;2017;35503000;Companhia de Saneamento Básico do Estado de São Paulo;SABESP;Regional;Água e Esgoto;Sociedade de economia mista com administração pública;21073;18149;1300.43;1273.03;0.0;7917.0;7872.0;7729310.9;411261.05;0.0;0.0;100.0;100.0;98.82;13.3;87.88;87.7;0.64;0.0;100.0;100.0;0.64;100.0;0.02106995378451748;0.047956372341633025;0.0466299204225227;3.107269459151373;3505807;Sim;100;Não;;5,8;9,5;Não;Licitacao;30;Não;Não;;Sim;Fornecimento de caminhão pipa;Sim;Fornecimento de caminhão pipa;Não;;Não;Sabesp;licitação;30;Sim;Não;Sim
